Engine,buy_now,item_url,WoF expires,Seats,Cylinders,Import history,Stereo description,Transmission,Model detail,location,Number of owners,Body,Registration expires,Body style,Number plate,Engine size,AA Inspection Report,History,4WD,Fuel type,asking_price,Kilometres,start_price
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2150993036.htm?rsqid=205c5e3ddf5f473982ed7781738b2188-001,,5,,,,Automatic,"1.3 low kms, very reliable","['Auckland City, Auckland, NZ']",,"Light Green, 5 door, Hatchback",,,,1300,,,,Petrol,"['$5,420']","25,302",[]
,[],https://www.trademe.co.nz/motors/used-cars/ford/auction-2054208188.htm?rsqid=4e2e7c382e804f1f8dd3411c6504b47b-001,Jul 2019,5,,,,Automatic,,"['Auckland City, Auckland, NZ']",,"Black, 5 door, Hatchback",Expired,,CJ7WJ9,1596,,"2 owners, NZ New",,Petrol,"['$4,250']","147,935",[]
,[],https://www.trademe.co.nz/motors/used-cars/honda/auction-2158015078.htm?rsqid=4de5e0d21dfe4fbb91b579825d5ebebc-001,,,,,,Automatic,2.0S i-VTEC AUTO FACELIFT MODEL,"['Auckland City, Auckland, NZ']",,"Black, Sedan",,,,1990,,,,Petrol,"['$8,490']","76,000",[]
,[],https://www.trademe.co.nz/motors/used-cars/nissan/auction-2049222420.htm?rsqid=b494b0f6d5724c3b8eef82dc8c66e2da-001,,5,,,,Automatic,"Facelift, low ks, nice colour","['Manukau, Auckland, NZ']",,"Blue, 5 door, Hatchback",,,,1500,,,,Petrol,"['$7,420']","75,467",[]
,[],https://www.trademe.co.nz/motors/used-cars/mazda/auction-2150386361.htm?rsqid=d4d05d3313324e4981ca29ca5ab98adc-001,Oct 2019,5,,,,Automatic,Gsx,"['North Shore, Auckland, NZ']",,"Silver, 5 door, RV/SUV",Sep 2019,,JWW588,2488,,"3 owners, NZ New",Yes,Petrol,"['$24,000']","40,000",[]
,[],https://www.trademe.co.nz/motors/used-cars/mazda/auction-2046196455.htm?rsqid=3112c85950724cfdb153d1adf85f74e7-001,,5,,NZ New,Radio,Automatic,GSX 4x4 3.2TD Double Cab Auto,"['North Shore, Auckland, NZ']",,"BLACK, Ute",,,LFW461,3198,,,Yes,Diesel,"['$54,990']","10,300",[]
,[],https://www.trademe.co.nz/motors/used-cars/chevrolet/auction-2053576337.htm?rsqid=4e2e7c382e804f1f8dd3411c6504b47b-001,,,,,,Automatic,HSV Midnight 2500 HD 6.6L Auto,"['Hamilton, Waikato, NZ']",,"Mineral Black, Ute",,,MBM238,6600,,,,Diesel,"['$170,990']","1,000",[]
,[],https://www.trademe.co.nz/motors/used-cars/nissan/auction-2161339613.htm?rsqid=e62b3865dda94b5892d0405302ead3a5-001,,5,,,CD(s),Automatic,18RX,"['Auckland City, Auckland, NZ']",,"Silver, 5 door, Station Wagon",,,,1800,,,,Petrol,"['$5,995']","38,850",[]
,[],https://www.trademe.co.nz/motors/used-cars/ssangyong/auction-2155567921.htm?rsqid=8a90278f8fac441d90603bb2ae9ba9cd-001,,5,,,,Automatic,Sports Sports 2L TD 4wd Auto,"['North Shore, Auckland, NZ']",,"Blue, Ute",,,HZL269,1998,,,Yes,Diesel,"['$24,000']","78,500",[]
,[],https://www.trademe.co.nz/motors/used-cars/honda/auction-2047771601.htm?rsqid=d836209d01b24c87947792f1c6469ac9-001,,5,,,,Automatic,S NZ NEW,"['Christchurch City, Canterbury, NZ']",,"Lunar Silver, RV/SUV",,,KMU358,1800,,,,Petrol,"['$25,950']","13,919",[]
"8 cylinder, 3982","['$110,000']",https://www.trademe.co.nz/motors/used-cars/mercedesbenz/auction-2060973161.htm?rsqid=c8fcaf3c472c48539f51827965642933-001,Oct 2019,5,,,,Automatic,C 63 S,"['Auckland City, Auckland, NZ']",,"Black, 4 door, Sedan",Jun 2019,,LLC311,,,"1 owner, NZ New",,Petrol,[],"8,000","['$99,000.00']"
"6 cylinder, 3199",[],https://www.trademe.co.nz/motors/used-cars/mercedesbenz/auction-2049020712.htm?rsqid=3b86f2fab0f34ca4a4fba9a8cafccb3c-001,Dec 2019,2,,,,Automatic,Slk 320,"['Auckland City, Auckland, NZ']",,"Silver, 2 door, Convertible",Expired,,AYG746,,,"2 owners, Imported",,Petrol,"['$12,800']","101,030",[]
,[],https://www.trademe.co.nz/motors/used-cars/mazda/auction-2151785747.htm?rsqid=8505a6ba1dc84f049960c6be256f893b-001,,5,,,"CD(s), Radio",Automatic,SEDAN GSX 2.5 5AT,"['Invercargill, Southland, NZ']",,"Red, 4 door, Sedan",,,GNJ814,2488,,,,Petrol,"['$11,990']","111,814",[]
,[],https://www.trademe.co.nz/motors/used-cars/mazda/auction-2147571751.htm?rsqid=107e8d86b90447828a22f82611b7eb1c-001,,5,,NZ New,"CD(s), Radio",Automatic,"CLASSIC, 1.5L, NZ NEW","['Auckland City, Auckland, NZ']",,"Metropolitan Grey, 5 door, Hatchback",,,GSZ524,1498,,,,Petrol,"['$14,990']","45,200",[]
,[],https://www.trademe.co.nz/motors/used-cars/nissan/auction-2157059853.htm?rsqid=bb4583d405a84557a57c807c9efb6e19-001,,4,,,,Automatic,350GT Coupe,"['Christchurch City, Canterbury, NZ']",,"Electric Blue, 2 door, Coupe",,,FLP32,3498,,,,Petrol,"['$9,990']","83,000",[]
"6 cylinder, 2393","['$11,100']",https://www.trademe.co.nz/motors/used-cars/suzuki/auction-2159497267.htm?rsqid=9c9ec12ee28542bd8cbd6678b1c03991-001,May 2020,5,,,,Automatic,Ltdc,"['Christchurch City, Canterbury, NZ']",,"Blue, 4 door, Sedan",Dec 2019,,GKB960,,,"4 owners, NZ New",,Petrol,[],"118,376","['$7,500.00']"
,[],https://www.trademe.co.nz/motors/used-cars/ford/auction-2049178144.htm?rsqid=3b86f2fab0f34ca4a4fba9a8cafccb3c-001,,,,,,Manual,XLT 2WD Manual,"['Christchurch City, Canterbury, NZ']",,"Aluminium, Ute",,,JLU900,3198,,,,Diesel,"['$38,990']","68,945",[]
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2147846367.htm?rsqid=e40b2cffff62410a9559c877d7edf43f-001,Aug 2019,,,,,Manual,Chiller,"['Christchurch City, Canterbury, NZ']",,"White, Van",Sep 2019,,HZZ862,2980,,"2 owners, Imported",,Diesel,"['$19,000']","134,270",[]
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2150992581.htm?rsqid=205c5e3ddf5f473982ed7781738b2188-001,,5,,,,Automatic,"newshape, low ks, super tidy","['Manukau, Auckland, NZ']",,"White, 5 door, Hatchback",,,,1500,,,,Petrol,"['$13,920']","52,681",[]
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2153945371.htm?rsqid=ddf2ec705c414acea9b50af25c5865fa-001,,,,,CD(s),Automatic,"NICE COLOUR, AS NEW, SERVICED, 2.4L","['Auckland City, Auckland, NZ']",,"White, 5 door, RV/SUV",,,,2400,,,Yes,Petrol,"['$13,990']","102,014",[]
,[],https://www.trademe.co.nz/motors/used-cars/mazda/auction-2149052516.htm?rsqid=8c057464927c4232a5bb72a921771419-001,,5,,,CD(s),Manual,5 speed,"['Christchurch City, Canterbury, NZ']",,"Silver, 4 door, Sedan",,,,1500,,,,Petrol,"['$7,950']","81,720",[]
,[],https://www.trademe.co.nz/motors/used-cars/nissan/auction-2049905133.htm?rsqid=b494b0f6d5724c3b8eef82dc8c66e2da-001,Aug 2019,7,,,,Automatic,Rider Autech,"['Palmerston North, Manawatu, NZ']",,"Pearl White, 5 door, Station Wagon",Jul 2019,,LPF37,1990,,"1 owner, Imported",,Petrol,"['$6,500']","70,505",[]
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2150995064.htm?rsqid=205c5e3ddf5f473982ed7781738b2188-001,,5,,,,Automatic,"Facelift, low ks, nice n tidy","['Christchurch City, Canterbury, NZ']",,"Silver, 5 door, Hatchback",,,,1500,,,,Petrol,"['$9,420']","68,407",[]
,[],https://www.trademe.co.nz/motors/used-cars/audi/auction-2053360897.htm?rsqid=b9596fc6f2f04887b3a2b58857bb500c-001,,5,,NZ New,,Automatic,Avant 2.0 TFSI 140kW S-line,"['Hamilton, Waikato, NZ']",,"Floret Silver, 5 door, Station Wagon",,,LNW976,1984,,,,Petrol,"['$66,990']","17,000",[]
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2159572160.htm?rsqid=9c9ec12ee28542bd8cbd6678b1c03991-001,,5,,,,Automatic,GLX 1.8P Hatch Auto,"['Hamilton, Waikato, NZ']",,"BLUE, Hatchback",,,KZE84,1798,,,,Petrol,"['$22,990']","24,200",[]
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2052281248.htm?rsqid=79c3459d62b64030ba7d2c189bbf4be5-001,,5,,,,Automatic,"1.5 camchain, roomy hatch","['Manukau, Auckland, NZ']",,"Blue, 5 door, Hatchback",,,,1500,,,,Petrol,"['$5,420']","99,266",[]
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2061040575.htm?rsqid=c8fcaf3c472c48539f51827965642933-001,,5,,,,Automatic,SR5 TD DC 2.8DT 4WD Auto,"['Morrinsville, Waikato, NZ']",,"BLUE, Ute",,,LSY481,2755,,,,Diesel,"['$49,990']","12,900",[]
,[],https://www.trademe.co.nz/motors/used-cars/nissan/auction-2156705393.htm?rsqid=5944f9b07d994274bd160adcc32abd62-001,,7,,NZ New,"CD(s), Radio",Automatic,Ti,"[""Hastings, Hawke's Bay, NZ""]",,"Black, 5 door, RV/SUV",,,KRE825,3500,,,Yes,Petrol,"['$44,990']","36,628",[]
,[],https://www.trademe.co.nz/motors/used-cars/nissan/auction-2159982370.htm?rsqid=20b6018c3ea94170aa1e976e3d9cf8da-001,,,,,,Automatic,GTS-T TYPE M,"['Christchurch City, Canterbury, NZ']",,"Grey, Sedan",,,,2000,,,,Petrol,"['$21,990']","51,000",[]
,[],https://www.trademe.co.nz/motors/used-cars/hyundai/auction-2058959403.htm?rsqid=05cbfa53c672463aa78b4ea50b983640-001,Feb 2020,5,,,,Automatic,Wagon Crdi,"['Auckland City, Auckland, NZ']",,"Silver, 4 door, Station Wagon",Feb 2020,,HHG764,1685,,"3 owners, NZ New",,Diesel,"['$13,569']","146,073",[]
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2152238949.htm?rsqid=2cc80bba9bfc47909683872a3aa1edc2-001,,,,Imported,,Automatic,1.8L,"['Auckland City, Auckland, NZ']",,"Red, 4 door, Sedan",,,GJD770,1794,,,,Petrol,"['$5,990']","172,102",[]
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2152206055.htm?rsqid=2cc80bba9bfc47909683872a3aa1edc2-001,,5,,NZ New,CD(s),Automatic,GXL,"['Tauranga, Bay of Plenty, NZ']",,"WHITE, RV/SUV",,,LAE844,1986,,,,Petrol,"['$32,995']","23,401",[]
,[],https://www.trademe.co.nz/motors/used-cars/holden/auction-2156869009.htm?rsqid=5944f9b07d994274bd160adcc32abd62-001,,,,NZ New,,Manual,4X2 LS,"['Auckland City, Auckland, NZ']",,"White, 4 door, Ute",,,JRP764,2800,,,,Diesel,"['$29,995']","60,321",[]
,[],https://www.trademe.co.nz/motors/used-cars/nissan/auction-2156853568.htm?rsqid=5944f9b07d994274bd160adcc32abd62-001,Nov 2019,5,,,,Automatic,Ti,"['Manukau, Auckland, NZ']",,"Silver, RV/SUV",Nov 2019,,GJE596,1998,,"3 owners, NZ New",,Petrol,"['$12,500']","111,080",[]
"8 cylinder, 5700","['$22,999']",https://www.trademe.co.nz/motors/used-cars/gmc/auction-2061287244.htm?rsqid=107e8d86b90447828a22f82611b7eb1c-001,Sep 2019,,,,,Automatic,350 CHEV,"['Christchurch City, Canterbury, NZ']",,"White , 2 door, Other",,,MBL789,,,,Yes,Petrol,[],"2,535","['$18,999.00']"
,[],https://www.trademe.co.nz/motors/used-cars/mazda/auction-2046681297.htm?rsqid=6f4849456d034cf5839ffe876de81548-001,,5,,,,Automatic,STYLE C,"['Manukau, Auckland, NZ']",,"Blue, 4 door, Hatchback",,,,1340,,,,Petrol,"['$4,790']","73,285",[]
,[],https://www.trademe.co.nz/motors/used-cars/ford/auction-2045348077.htm?rsqid=3112c85950724cfdb153d1adf85f74e7-001,,,,,,Manual,XL Singlecab,"['Manukau, Auckland, NZ']",,"White, 2 door, Ute",,,HGL197,2200,,,,Diesel,"['$20,490']","93,607",[]
,[],https://www.trademe.co.nz/motors/used-cars/nissan/auction-2150605164.htm?rsqid=523afa8d8353483ea96b94c48dc53bea-001,,5,,Imported,"CD(s), Radio",Automatic,NEW SHAPE Teana 250 XE NEW SHAPE,"['Manukau, Auckland, NZ']",,"Gray, 4 door, Sedan",,,,2500,,,,Petrol,"['$7,740']","70,280",[]
,[],https://www.trademe.co.nz/motors/used-cars/mazda/auction-2061253204.htm?rsqid=c8fcaf3c472c48539f51827965642933-001,,2,,,,Automatic,DX,"['Manukau, Auckland, NZ']",,"White, 4 door, Van",,,,1790,,,,Petrol,"['$11,490']","66,480",[]
,[],https://www.trademe.co.nz/motors/used-cars/holden/auction-2057695438.htm?rsqid=18e97208c68944a398bf6033e0e509b9-001,,5,,,,Automatic,"LT Turbo 2WD Auto 3 Years 100,000km Free Scheduled","['Tauranga, Bay of Plenty, NZ']",,"Glory Red, RV/SUV",,,MDA289,2000,,,,Petrol,"['$34,990']",less than 1000,[]
,[],https://www.trademe.co.nz/motors/used-cars/nissan/auction-2155758090.htm?rsqid=6670e72532ad4b67a3acc02edf5f6ff2-001,Jan 2020,3,,,,Manual,S/C C/S,"['Dunedin, Otago, NZ']",,"Silver, Ute",Nov 2019,,BRM648,2953,,"2 owners, NZ New",Yes,Diesel,"['$11,995']","145,000",[]
,[],https://www.trademe.co.nz/motors/used-cars/holden/auction-2051401214.htm?rsqid=79c3459d62b64030ba7d2c189bbf4be5-001,Sep 2019,5,,,,Manual,Rs,"['Tauranga, Bay of Plenty, NZ']",,"Orange, 4 door, Hatchback",Jul 2019,,JJF905,1364,,"4 owners, NZ New",,Petrol,"['$13,500']","47,000",[]
,[],https://www.trademe.co.nz/motors/used-cars/nissan/auction-2061397341.htm?rsqid=107e8d86b90447828a22f82611b7eb1c-001,,5,,,,Automatic,2.0 4wd full leather camchain,"['Auckland City, Auckland, NZ']",,"Black, 5 door, RV/SUV",,,,2000,,,Yes,Petrol,"['$9,420']","99,354",[]
,[],https://www.trademe.co.nz/motors/used-cars/nissan/auction-2055417395.htm?rsqid=684f9d9bc20941c2a91772ec0e913cfd-001,,5,,,,Automatic,1.5 Lower KM Half Leather Seats,"['Auckland City, Auckland, NZ']",,"Silver, 5 door, Hatchback",,,,1500,,,,Petrol,"['$7,990']","71,768",[]
,[],https://www.trademe.co.nz/motors/used-cars/volkswagen/auction-2044647494.htm?rsqid=a8d59e681dbe42fdb0c00a02aaab53ef-001,,5,,Imported,CD(s),Automatic,FSI,"['Christchurch City, Canterbury, NZ']",,"Silver, 5 door, Hatchback",,,JRN857,1590,,,,Petrol,"['$7,950']","52,716",[]
,[],https://www.trademe.co.nz/motors/used-cars/suzuki/auction-2046228815.htm?rsqid=3112c85950724cfdb153d1adf85f74e7-001,,5,,,,Manual,JLX Manual,"['Hamilton, Waikato, NZ']",,"Red, RV/SUV",,,MDL411,1600,,,,Petrol,"['$27,990']",less than 1000,[]
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2047771897.htm?rsqid=d836209d01b24c87947792f1c6469ac9-001,Mar 2020,,,,,,,"['North Shore, Auckland, NZ']",,"Wildfire, Other",,,GER685,2362,,,Yes,Petrol,"['$16,999']","136,000",[]
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2149429302.htm?rsqid=2b3431a3cb554a2daf4abe6f3d0f561c-001,,5,,Imported,,Automatic,"latest shape, low ks","['North Shore, Auckland, NZ']",,"Silver, 5 door, Hatchback",,,MDD495,1490,,,,Petrol,"['$19,990']","27,633",[]
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2149410861.htm?rsqid=2b3431a3cb554a2daf4abe6f3d0f561c-001,Oct 2019,,6 cylinder,,,Manual,SSR V6 Limited,"['North Shore, Auckland, NZ']",,"Green, 5 door, Other",Feb 2020,,MBP391,,,"1 owner, Imported",Yes,Petrol,"['$11,500']","247,890",[]
,[],https://www.trademe.co.nz/motors/used-cars/holden/auction-2058397672.htm?rsqid=69857f0cb5a748358a3844190428bded-001,,4,,NZ New,,Automatic,LTZ 2.8D SPACE CAB 4WD AUTO,"['Christchurch City, Canterbury, NZ']",,"Black, 4 door, Ute",,,JRW377,2776,,,Yes,Diesel,"['$32,950']","86,018",[]
,"['$6,500']",https://www.trademe.co.nz/motors/used-cars/volkswagen/auction-2156894030.htm?rsqid=5944f9b07d994274bd160adcc32abd62-001,Nov 2019,7,,,,Tiptronic,2.0,"['North Shore, Auckland, NZ']",,"Silver, 5 door, Station Wagon",Oct 2019,,JBJ715,1980,,"1 owner, Imported",,Petrol,[],"113,699","['$5,000.00']"
,[],https://www.trademe.co.nz/motors/used-cars/nissan/auction-2155844533.htm?rsqid=c2e42849d2484b83ae86f28dd1213895-001,,5,,,,Automatic,"Facelift, camchain, black trim","['Manukau, Auckland, NZ']",,"Silver, 5 door, Sedan",,,,1500,,,,Petrol,"['$6,920']","71,103",[]
,[],https://www.trademe.co.nz/motors/used-cars/bmw/auction-2151441746.htm?rsqid=205c5e3ddf5f473982ed7781738b2188-001,Nov 2019,5,,,,,Sport,"['Akaroa, Canterbury, NZ']",,"Silver, 4 door, Sedan",Jul 2019,,FMC315,2170,,"2 owners, Imported",,Petrol,"['$4,000']","202,000",[]
,[],https://www.trademe.co.nz/motors/used-cars/holden/auction-2150987306.htm?rsqid=569f0ad5f26a4e0780fa50b0a3689809-001,,,,NZ New,,Automatic,LTZ,"['Hamilton, Waikato, NZ']",,"Nitrate Siler, 5 door, RV/SUV",,,LUJ10,1364,,,,Petrol,"['$25,990']","16,300",[]
,[],https://www.trademe.co.nz/motors/used-cars/holden/auction-2149523039.htm?rsqid=d4d05d3313324e4981ca29ca5ab98adc-001,Dec 2019,5,,,,Automatic,Cd,"['North Shore, Auckland, NZ']",,"White, Station Wagon",Aug 2019,,HBG482,1796,,"4 owners, NZ New",,Petrol,"['$8,500']","121,000",[]
,[],https://www.trademe.co.nz/motors/used-cars/kia/auction-2148346609.htm?rsqid=dfcacf56cbf54a1da46ab9fd1b25b143-001,,7,,,,Automatic,Ltd 2.2Dt/4Wd/8At,"['Auckland City, Auckland, NZ']",,"SILVER, RV/SUV",,,MAJ932,2199,,,,Diesel,"['$49,990']",less than 1000,[]
,[],https://www.trademe.co.nz/motors/used-cars/chrysler/auction-2154400421.htm?rsqid=ddf2ec705c414acea9b50af25c5865fa-001,May 2020,7,,,,Automatic,Limited,"['Hibiscus Coast, Auckland, NZ']",,"White, 5 door, RV/SUV",Sep 2019,,JAE449,2768,,"3 owners, NZ New",,Diesel,"['$22,000']","94,582",[]
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2155664043.htm?rsqid=6670e72532ad4b67a3acc02edf5f6ff2-001,Oct 2019,5,,,,Automatic,Corolla ,"['Christchurch City, Canterbury, NZ']",,"Silver , 4 door, Hatchback",Sep 2019,,HTT730,1496,,"1 owner, Imported",,Petrol,"['$4,599']","189,230",[]
,[],https://www.trademe.co.nz/motors/used-cars/ford/auction-2150667496.htm?rsqid=523afa8d8353483ea96b94c48dc53bea-001,,5,,NZ New,,Tiptronic,2.0lt Turbo Diesel Hatchback,"['Christchurch City, Canterbury, NZ']",,"Silver, 5 door, Hatchback",,,HAK148,2000,,,,Diesel,"['$12,989']","82,517",[]
,[],https://www.trademe.co.nz/motors/used-cars/ssangyong/auction-2150413658.htm?rsqid=d4d05d3313324e4981ca29ca5ab98adc-001,May 2020,7,,,,Automatic,Spr,"['Auckland City, Auckland, NZ']",,"Black, 5 door, RV/SUV",Jul 2019,,GSC901,2696,,"1 owner, NZ New",Yes,Diesel,"['$24,800']","74,548",[]
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2057844830.htm?rsqid=18e97208c68944a398bf6033e0e509b9-001,,7,,Imported,CD(s),Automatic,1800cc 7 seaters automatic 1800cc 7 seaters,"['Christchurch City, Canterbury, NZ']",,"white, 5 door, Hatchback",,,,1800,,,,Petrol,"['$5,990']","99,369",[]
,[],https://www.trademe.co.nz/motors/used-cars/holden/auction-2149774351.htm?rsqid=d4d05d3313324e4981ca29ca5ab98adc-001,,5,,NZ New,CD(s),Automatic,SRI-V 1.6L SEDAN AUTO,"['Auckland City, Auckland, NZ']",,"Silver, 4 door, Sedan",,,JRH730,1598,,,,Petrol,"['$17,999']","67,671",[]
,[],https://www.trademe.co.nz/motors/used-cars/nissan/auction-2155521600.htm?rsqid=8a90278f8fac441d90603bb2ae9ba9cd-001,,5,,,CD(s),Automatic,15 X Great Condition !,"['North Shore, Auckland, NZ']",,"Purplish Silver Metallic, 5 door, Hatchback",,,,1500,,,,Petrol,"['$5,995']","79,990",[]
,[],https://www.trademe.co.nz/motors/used-cars/mitsubishi/auction-2047572788.htm?rsqid=d836209d01b24c87947792f1c6469ac9-001,,7,,NZ New,,Automatic,XLS 2.4  AWD 7S,"['Christchurch City, Canterbury, NZ']",,"Blue, 5 door, RV/SUV",,,HYC317,2360,,,Yes,Petrol,"['$22,950']","118,342",[]
,[],https://www.trademe.co.nz/motors/used-cars/honda/auction-2055416942.htm?rsqid=684f9d9bc20941c2a91772ec0e913cfd-001,,7,,,,Automatic,"Absolute, ivtec camchain","['Auckland City, Auckland, NZ']",,"Black, 5 door, Van",,,,2400,,,,Petrol,"['$6,420']","70,167",[]
,[],https://www.trademe.co.nz/motors/used-cars/nissan/auction-2049954945.htm?rsqid=b494b0f6d5724c3b8eef82dc8c66e2da-001,,5,,,,Automatic,ST,"['Lower Hutt City, Wellington, NZ']",,"RED, Ute",,,LZS297,2298,,,,Diesel,"['$42,539']",less than 1000,[]
,[],https://www.trademe.co.nz/motors/used-cars/isuzu/auction-2048128988.htm?rsqid=55f53edf8b114ff79592b81e8b68cb4f-001,,5,,NZ New,"CD(s), Radio",Manual,LS 3.0D D/CAB 2WD MAN,"['Wellington City, Wellington, NZ']",,"Black, 4 door, Ute",,,HWS114,2999,,,,Diesel,"['$27,950']","84,900",[]
,[],https://www.trademe.co.nz/motors/used-cars/hyundai/auction-2161008966.htm?rsqid=70b510698b6240699ae0ee571b0605c8-001,,5,,,"CD(s), Radio",Automatic,PB 1.4 A4,"['North Shore, Auckland, NZ']",,"Blue, 5 door, Hatchback",,,JSG505,1396,,,,Petrol,"['$13,750']","52,000",[]
,[],https://www.trademe.co.nz/motors/used-cars/honda/auction-2059875520.htm?rsqid=05cbfa53c672463aa78b4ea50b983640-001,,5,,,,Automatic,Sport,"['North Shore, Auckland, NZ']",,"Modern Steel, RV/SUV",,,JSP318,1799,,,,Petrol,"['$31,900']","45,883",[]
,[],https://www.trademe.co.nz/motors/used-cars/holden/auction-2059474888.htm?rsqid=05cbfa53c672463aa78b4ea50b983640-001,,5,,NZ New,Radio,Automatic,LS 1.8L 2WD,"['Wellington City, Wellington, NZ']",,"Silver, 4 door, RV/SUV",,,KBG800,1796,,,,Petrol,"['$15,999']","92,459",[]
,[],https://www.trademe.co.nz/motors/used-cars/cupra/auction-2052456998.htm?rsqid=b9596fc6f2f04887b3a2b58857bb500c-001,,,,,,Automatic,221kW,"['Auckland City, Auckland, NZ']",,"Energy Blue, RV/SUV",,,MBY592,1984,,,,Petrol,"['$66,700']","1,500",[]
,[],https://www.trademe.co.nz/motors/used-cars/ford/auction-2155861849.htm?rsqid=c2e42849d2484b83ae86f28dd1213895-001,,,,,,Manual,Custom 300 Manual,"['Christchurch City, Canterbury, NZ']",,"Frozen White, Van",,,MAM86,1995,,,,Diesel,"['$43,990']",less than 1000,[]
,[],https://www.trademe.co.nz/motors/used-cars/hyundai/auction-2047807575.htm?rsqid=55f53edf8b114ff79592b81e8b68cb4f-001,Jul 2019,5,,NZ New,,Automatic,,"['Waitakere, Auckland, NZ']",,"Black, 5 door, RV/SUV",Jul 2019,,GZN631,1998,,,,Petrol,"['$14,995']","91,000",[]
,[],https://www.trademe.co.nz/motors/used-cars/nissan/auction-2149669410.htm?rsqid=d4d05d3313324e4981ca29ca5ab98adc-001,,5,,,"CD(s), Radio",Automatic,15RX V SELECTION DRESS,"['Manukau, Auckland, NZ']",,"Gunmetalic, 5 door, RV/SUV",,,,1500,,,,Petrol,"['$12,880']","47,800",[]
,[],https://www.trademe.co.nz/motors/used-cars/volkswagen/auction-2159728959.htm?rsqid=1626df020fb341bd892fe2e4ee09ec9c-001,Jan 2020,5,,,,,,"['Christchurch City, Canterbury, NZ']",,"Silver, Hatchback",Jan 2020,,GQL735,1980,,"2 owners, Imported",,Petrol,[],"117,542",['$505.00']
"8 cylinder, 5700",[],https://www.trademe.co.nz/motors/used-cars/dodge/auction-2156689779.htm?rsqid=c2e42849d2484b83ae86f28dd1213895-001,Sep 2019,,,,,Manual,R/T,"['North Shore, Auckland, NZ']",,"Silver, 2 door, Coupe",May 2020,,GMW311,,,"2 owners, Imported",,Petrol,"['$45,999']","21,756",[]
,[],https://www.trademe.co.nz/motors/used-cars/mazda/auction-2152055964.htm?rsqid=8505a6ba1dc84f049960c6be256f893b-001,,5,,Imported,CD(s),Manual,MPS TURBO HOT LOOKER,"['Lower Hutt City, Wellington, NZ']",,"Silver, Sedan",,,LZG517,2260,,,Yes,Petrol,"['$17,995']","61,918",[]
"4 cylinder, 1991",[],https://www.trademe.co.nz/motors/used-cars/mercedesbenz/auction-2154765471.htm?rsqid=826c7bf1999c4c58a3facb29397c004f-001,Jun 2019,5,,,,Tiptronic,4MATIC,"['Auckland City, Auckland, NZ']",,"Night Black, 5 door, RV/SUV",Expired,,JWM755,,,"1 owner, NZ New",Yes,Petrol,"['$44,990']","29,000",[]
,[],https://www.trademe.co.nz/motors/used-cars/holden/auction-2158421503.htm?rsqid=71dc20d6e65f4047926524cdb3fb1047-001,,5,,,,Automatic,RS-V 1.6L Turbo Auto,"['Wellington City, Wellington, NZ']",,"Absolute Red, Hatchback",,,LZG77,1600,,,,Petrol,"['$29,990']","3,965",[]
,[],https://www.trademe.co.nz/motors/used-cars/fiat/auction-2156958981.htm?rsqid=bb4583d405a84557a57c807c9efb6e19-001,Dec 2019,5,,,,Automatic,500x Popstar,"['Christchurch City, Canterbury, NZ']",,"Yellow, 5 door, RV/SUV",Nov 2019,,LBL622,,,"1 owner, Imported",,Petrol,"['$14,950']","29,215",[]
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2046898621.htm?rsqid=6f4849456d034cf5839ffe876de81548-001,,,,,,Automatic,,"['Hamilton, Waikato, NZ']",,"Silver, Sedan",,,,1797,,,,Hybrid,"['$16,995']","81,669",[]
,[],https://www.trademe.co.nz/motors/used-cars/mazda/auction-2159937952.htm?rsqid=20b6018c3ea94170aa1e976e3d9cf8da-001,Aug 2019,5,,,,Manual,Dbl Cab W/S Td,"['Oamaru, Timaru - Oamaru, NZ']",,"Green, 4 door, Ute",Jul 2019,,ZO1510,2499,,"1 owner, NZ New",Yes,Diesel,"['$9,250']","228,300",[]
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2151054397.htm?rsqid=205c5e3ddf5f473982ed7781738b2188-001,,5,,NZ New,,Manual,3.0L TURBO DIESEL NZ NEW,"['Auckland City, Auckland, NZ']",,"White, Ute",,,GLA853,2982,,,,Diesel,"['$13,990']","294,000",[]
